job_title,job_id,job_url,announcement_date,cap_bac,expiration_date,job_description,job_requirements,other_info,company_id,lb_salary,ub_salary,lb_kinh_nghiem,ub_kinh_nghiem
Trưởng bộ phận Vận hành thẻ - Khối DVNHS,35BB8951,https://careerbuilder.vn/vi/tim-viec-lam/truong-bo-phan-van-hanh-the-khoi-dvnhs.35BB8951.html,2023-03-02,Trưởng nhóm / Giám sát,2023-03-15,"<div class=""detail-row reset-bullet"">
        <h2 class=""detail-title"">Mô tả Công việc</h2>
        <ul><li>Quản lý, kiểm soát các thiết bị máy móc phòng sản xuất Thẻ, Máy In Pin, dập thẻ, các ấn chỉ, ấn phẩm</li><li>Kết nối, tích hợp và vận hành hệ thống thẻ với các tổ chức trung gian.</li><li>Xây dựng các quy trình, quy định,..vận hành thẻ.</li><li>Thực hiện các công việc khác theo phân công của BLĐ.</li></ul>
    </div>","<div class=""detail-row"" reset-bullet>
        <h2 class=""detail-title"">Yêu Cầu Công Việc</h2>
        <p><strong>*YÊU CẦU HỌC VẤN</strong></p><p>- Trình độ: Tốt nghiệp Đại Học trở lên chuyên ngành có liên quan Công nghệ Thông tin.</p><p>- Anh văn trình độ B trở lên hoặc tương đương.</p><p><strong>*YÊU CẦU KINH NGHIỆM/KIẾN THỨC</strong></p><p>- Tối thiểu 02 năm kinh nghiệm cùng lĩnh vực, trong đó có 01 năm ở vị trí quản lý tương đương trở lên.</p><p>- Am hiểu về hệ thống thẻ, các phần mềm liên quan và các tiêu chuẩn kỹ thuật thẻ Nội địa Napas và Quốc tế Visa.</p><p>- Am hiểu các quy trình, quy định về sản xuất và vận hành thẻ, các tiêu chuẩn về vận hành, phòng dập thẻ và in PIN, kiểm soát thẻ trước và sau khi phát hành.</p><p>- Lập trình phần mềm quản lý bằng ngôn ngữ lập trình C#/ Visual Basic ….</p><p>- Quản lý, điều hành.</p><p><strong>*CÁC YÊU CẦU KHÁC</strong></p><p>- Kỹ năng: Thuyết trình, Đàm phán – thương lượng, giải quyết vấn đề, làm việc nhóm.</p><p>Làm việc độc lập, chịu được áp lực công việc cao.</p><p>- Phẩm chất: Trung thực, tinh thần trách nhiệm, hướng tới hiệu quả công việc, phục vụ khách hàng.</p><p>- Tính cách: Vui vẻ, hòa đồng, hoạt bát, nhanh nhẹn.</p>
    </div>","<div class=""detail-row"">
  <h3 class=""detail-title"">Thông tin khác</h3>
  <!-----
<div class=""content_fck "">
  ------>
<div class=""content_fck "">
  <ul>
                <li> Bằng cấp:
                Đại học
         </li>
            	  	              		<li> Độ tuổi:
                Không giới hạn tuổi
         
	</li>
	    	                <li>Lương: 
                  15 Tr - 20 Tr
       VND
          </li>
  </ul>
  </div>
</div>",C01600,15.0,20.0,2,5
TRƯỞNG CA SẢN XUẤT,35BB884B,https://careerbuilder.vn/vi/tim-viec-lam/truong-ca-san-xuat.35BB884B.html,2023-03-02,Unknown,Unknown,"<div class=""job-tags "">
        <h2>Job tags / skills</h2>
        <ul>
            <li><a href=""https://careerbuilder.vn/vi/tag/production-supervisor.html"" title="" Production supervisor""> Production supervisor</a></li>
            <li><a href=""https://careerbuilder.vn/vi/tag/giam-sat-quy-trinh-san-xuat.html"" title="" Giám sát quy trình sản xuất""> Giám sát quy trình sản xuất</a></li>
            <li><a href=""https://careerbuilder.vn/vi/tag/production-process-supervisor.html"" title="" Production process supervisor""> Production process supervisor</a></li>
            <li><a href=""https://careerbuilder.vn/vi/tag/production-process-manager.html"" title="" Production process manager""> Production process manager</a></li>
            <li><a href=""https://careerbuilder.vn/vi/tag/process-supervisor.html"" title="" Process supervisor""> Process supervisor</a></li>
            <li><a href=""https://careerbuilder.vn/vi/tag/production-shift-supervisor.html"" title="" Production Shift Supervisor""> Production Shift Supervisor</a></li>
          </ul>
  </div>","<div class=""job-detail-bottom"">
  <div class=""job-detail-bottom-wrapper"">
    <div class=""apply-now-content"">
      <div class=""job-desc"">
         <a class=""toollips save-job chk_save_35BB884B "" href=""javascript:void(0);"" data-id=""35BB884B"" onclick=""popuplogin()"">
    <i class=""mdi mdi-heart-outline""></i>
        <span class=""text"">Lưu việc làm</span>
	</a>
  <a href=""javascript:void(0);"" onclick=""showboxJobalert()""><i class=""mdi mdi-email-outline""></i><span class=""text"">Gửi tôi việc làm tương tự</span></a>
		      <a class=""report-job toollips"" href=""javascript:void(0)""><i class=""fa fa-flag-o""></i><span>Báo xấu</span><div class=""toolip"">
  <p> Báo xấu </p>
</div>
</a> <div class=""report-modal"" style=""display: none"">
  <div class=""modal-title"">
    <p>Vì sao bạn muốn báo xấu nhà tuyển dụng này? </p>
  </div>
  <div class=""modal-body"">
    <form name=""feedback_job"" id=""feedback_job"" method=""POST"" autocomplete=""off"">
      <input type=""hidden"" name=""job_url"" id=""job_url"" value=""https://careerbuilder.vn/vi/tim-viec-lam/truong-ca-san-xuat.35BB884B.html"">
      <div class=""form-group"">
        <input type=""text"" id=""email"" name=""email"" placeholder=""Nhập địa chỉ email "" onkeyup=""this.setAttribute('value', this.value);"" value="""">
        <p class=""text-validate error_email""> </p>
      </div>
      <div class=""list-radio"" id=""reason"" name=""reason"">
        <input type=""radio"" id=""reason-1"" name=""reason"" value=""1"">
        <label for=""reason-1""> Việc làm không hợp pháp </label>
        <br>
        <input type=""radio"" id=""reason-2"" name=""reason"" value=""2"">
        <label for=""reason-2""> Không cung cấp đủ thông tin </label>
        <br>
        <input type=""radio"" id=""reason-3"" name=""reason"" value=""3"">
        <label for=""reason-3""> Khác </label>
        <p class=""text-validate error_reason""></p>
      </div>
      <div class=""box-reason form-group"">
        <input type=""text"" id=""box_reason"" name=""box_reason"">
        <p class=""text-validate error_box_reason""> </p>
      </div>
      <div class=""form-group"">
        <input type=""text"" name=""captcha"" id=""captcha"" autocomplete=""off"" placeholder=""Mã xác nhận"" onkeyup=""this.setAttribute('value', this.value);"" value="""">
        <p class=""text-validate error_captcha""></p>
      </div>
      <div id=""captchaim"" style=""float:left"" class=""form-group""><img width=""150"" height=""50"" alt=""captcha"" src=""https://images.careerbuilder.vn/rws/captcha/88d26b29bd73ba51a8b985752f52be93.png"" class=""img_code""><input type=""hidden"" name=""key_captcha"" id=""key_captcha"" value=""88d26b29bd73ba51a8b985752f52be93""></div>
        <a style=""padding-left: 10px"" onclick=""refeshImgCaptcha('captchaim');"" href=""javascript:void(0);"" class=""line_bot"" id=""trynewcode"">Thử mã mới</a> 
	<div class=""form-group"" style=""clear:left"">
      <button class=""btn-send-report"" onclick=""saveFeedbackJob();return false;""> Báo xấu </button>
	  </div>
    </form>
  </div>
</div>

<script>
var language_fbjob = {
	send_report_success:""Gửi báo xấu thành công"",
	send_report_unsuccess:""Không thành công, vui lòng kiểm tra lại thông tin đã điền""
};
if(typeof language === 'undefined')	var language = language_fbjob;
else	$.extend(language, language_fbjob);
function saveFeedbackJob() {
	if ($(""#feedback_job"").validate({
			ignore: "":hidden"",
			onkeyup: false,
			rules: {
				email:{required: true, email: true,isemail:true},
				box_reason:	{required: true},
				reason:{ required:true },
				captcha:{ required:true }
			},
			errorPlacement: function(error, element) {
				var name = element.attr('name');
				var errorSelector = '.error_'+name;
				var $element = $(errorSelector);
				$(errorSelector).html(error.html());
			},
			success: function(element) {
				element.remove();
			},
			messages: {
				email: {
					required: language.js_alert_nodata,
					email: language.js_alert_email_invalid,
					isemail: language.js_alert_email_invalid
				},
				box_reason:	{
					required: language.js_alert_nodata
				},
				reason:	{
					required: language.js_alert_nodata
				},
				captcha:{
					required: language.js_alert_nodata
				}
			},
		}).form() == false) return false;
	$.ajax({
		type: ""POST"",
		url: PATH_KIEMVIEC + 'jobs/feedbackjob',
		data: $('#feedback_job').serialize(),
		success: function(rs) {
			if (rs == 1) {
				show_noti(1, language.send_report_success);
			} else {
				show_noti(2, language.send_report_unsuccess);
			}
			refeshImgCaptcha('captchaim');
		}
	});
}
function refeshImgCaptcha(id){
	$.ajax({
		type:'POST',
		url:PATH_KIEMVIEC+'jobseekers/index/imagecaptchanew',
		success:function(data){
			$('#'+id).html(data)
		}
	});
}
$(document).ready(function() {
	$('input[type=""radio""]').click(function() {
		if ($(this).attr(""value"") == ""3"") {
			$('.box-reason').show(500);
		} else {
			$('.box-reason').hide(500);
		}
	});
	$('.report-job').on('click', function (e) {
		e.preventDefault();
		$.fancybox.open($('.report-modal'))
	})
});
</script>

      </div>
      <div class=""apply-now-right"">
        <div class=""apply-now-btn  "">            <a href=""javascript:void(0);"" class=""btn-gradient btnApplyClick""> Nộp Đơn Ứng Tuyển </a>            </div>
      </div>
    </div>
  </div>
</div>","<div class=""boxtp aboutustp"" id=""aboutustp-mb""></div>",C02067,18.0,22.0,Unknown,Unknown
Chuyên Viên Tư Vấn  (Ocean Edu Xuân Mai),35BB8959,https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-tu-van-ocean-edu-xuan-mai.35BB8959.html,2023-03-02,Nhân viên,2023-03-24,"<div class=""detail-row reset-bullet"">
        <h2 class=""detail-title"">Mô tả Công việc</h2>
        <p>- Giới thiệu, tư vấn cho khách hàng các chương trình, khóa học Tiếng Anh phù hợp.<br>- Chăm sóc, hỗ trợ, giải đáp các vấn đề liên quan cho khách hàng.<br>- Tham gia các chương trình, sự kiện của chi nhánh để mở rộng thị trường.</p>
    </div>","<div class=""detail-row"" reset-bullet>
        <h2 class=""detail-title"">Yêu Cầu Công Việc</h2>
        <p>- Tốt nghiệp Cao đẳng trở lên, không yêu cầu chuyên ngành.<br>- Độ tuổi 21 - 35<br>- Có kỹ năng giao tiếp, thuyết phục tốt. Không nói ngọng</p><p>- Có kỹ năng tư duy, xử lý vấn đề tốt<br>- Có khả năng làm việc độc lập và làm việc nhóm tốt.<br>- Ưu tiên các bạn đã có kinh nghiệm kinh doanh, tư vấn, bán hàng, chăm sóc khách hàng,...</p>
    </div>","<div class=""detail-row"">
  <h3 class=""detail-title"">Thông tin khác</h3>
  <!-----
<div class=""content_fck "">
  ------>
<div class=""content_fck "">
  <ul>
                <li> Bằng cấp:
                Cao đẳng
         </li>
            	  	              		<li> Độ tuổi:
                        21 - 35
                 
	</li>
	    	                <li>Lương: 
                  11 Tr - 13 Tr
       VND
          </li>
  </ul>
  </div>
</div>",C00697,11.0,13.0,Unknown,Unknown
NHÂN VIÊN TUYỂN DỤNG,35BB890B,https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-tuyen-dung.35BB890B.html,2023-03-02,Nhân viên,2023-03-15,"<div class=""detail-row reset-bullet"">
        <h2 class=""detail-title"">Mô tả Công việc</h2>
        <ul><li>Lựa chọn kênh tuyển dụng và đăng tin tuyển dụng</li><li>Tiếp nhận, sàng lọc hồ sơ ứng viên</li><li>Liên hệ với những ứng viên đạt yêu cầu để thông báo kế hoạch phỏng vấn (thời gian, địa điểm, người phỏng vấn…)</li><li>Liên hệ với quản lý để xác nhận lịch phỏng vấn; tổ chức phỏng vấn.</li><li>Thương lượng, đàm phán về mức đãi ngộ, điều kiện làm việc với ứng viên trúng tuyển</li><li>Thực hiện thủ tục tiếp nhận và take care nhân sự mới</li><li>Làm thủ tục thanh toán các chi phí hành chính, chi phí văn phòng</li><li>Quản lý công văn, văn thư, báo chí đến và đi</li><li>Lưu trữ, cập nhật các file công văn, các giấy tờ hành chính - pháp lý của Công ty, các form mẫu hành chính</li><li>Theo dõi việc đặt và cấp phát văn phòng phẩm, công cụ dụng cụ văn phòng cho nhân viên</li><li>Liên hệ và lưu giữ danh sách nhà cung cấp các dịch vụ văn phòng</li></ul>
    </div>","<div class=""detail-row"" reset-bullet>
        <h2 class=""detail-title"">Yêu Cầu Công Việc</h2>
        <ul><li>Cao đẳng trở lên</li><li>Tối thiểu 1 năm ở vị trí tương đương</li><li>Khả năng làm việc trong môi trường năng động, chịu được áp lực công việc cao.</li><li>Cẩn thận, nhiệt huyết, trách nhiệm công việc</li><li>Nữ từ 23 tuổi trở lên</li><li>Ưu tiên ứng viên yêu thích và tham gia tốt các hoạt động văn thể mỹ</li></ul>
    </div>","<div class=""detail-row"">
  <h3 class=""detail-title"">Thông tin khác</h3>
  <!-----
<div class=""content_fck "">
  ------>
<div class=""content_fck "">
  <ul>
                <li> Bằng cấp:
                Đại học
         </li>
                  <li> Giới tính:
         Nữ  </li>
      	  	              		<li> Độ tuổi:
                        22 - 25
                 
	</li>
	    	                <li>Lương: 
                  12 Tr - 16 Tr
       VND
          </li>
  </ul>
  </div>
</div>",C02068,12.0,16.0,1,2
Nhân Viên Kinh Doanh (Sales),35BB8832,https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-kinh-doanh-sales.35BB8832.html,2023-03-02,Nhân viên,2023-04-02,"<div class=""detail-row reset-bullet"">
        <h2 class=""detail-title"">Mô tả Công việc</h2>
        <ul><li>Tiếp xúc với khách hàng để giới thiệu quy cách,chất lượng,giá cả của hàng hóa cty đang kinh doanh</li><li>Tư vấn kỹ thuật cho khách hàng</li><li>Chăm sóc khách hàng sau khi bán hàng</li><li>Làm báo cáo tình hình,nhu cầu sử dụng hàng hóa của khách hàng sau mỗi lần thăm viếng khách hàng</li><li>Và những việc khác liên quan đến công việc của nhân viên kinh doanh</li></ul>
    </div>","<div class=""detail-row"" reset-bullet>
        <h2 class=""detail-title"">Yêu Cầu Công Việc</h2>
        <ul><li>Nam tuổi từ 27 tới 45 tuổi</li><li><strong>Tốt nghiệp đại học Bách khoa,cao đẳng kỹ thuật hoặc đại học,cao đẳng chuyên nghành điện,điện tử,cơ khí…….</strong></li><li><strong>Thông thạo tiếng Anh hoặc tiếng Hoa (tiếng Phổ thông ) nghe ,nói,đọc,viết</strong></li><li>Biết vi tính</li><li>Kinh nghiệm từ 2 năm trở lên (nếu có kinh nghiệm trong nghành dệt may,sợi, nhuộm càng tốt )</li><li>Siêng năng,trung thực,có trách nhiệm và tinh thần đồng đội.</li></ul><p><strong>Mức lương:</strong></p><ul><li>Lương từ 14 triệu hoặc thỏa thuận khi phỏng vấn.</li></ul><p><strong>Phụ cấp:</strong></p><ul><li>Tiền cơm,xăng,điện thoại,và BHXH&amp;YT theo luật LĐ Việt nam</li></ul><p><strong>Các phúc lợi khác :</strong></p><ul><li>Lương tháng 13,thưởng Lễ,Tết… 2) Được đào tạo và nâng cao kiến thức chuyên môn, kinh nghiệm  3) Chế độ nghỉ mát,du lich.</li></ul><p><strong>Thời gian làm việc:</strong> Từ thứ Hai đến thứ Bảy 8h00 đến 17h00.</p><p><strong>Nơi làm việc : </strong></p><ul><li>Tại TP.HCM : số 30/39 Nguyễn Cửu Vân,P.17, Q.Bình Thạnh.</li><li>Tại Hà Nội : số 275 Nguyễn Trãi Quận Thanh Xuân,Tầng 5 Tòa nhà Gold Tower.</li></ul><p><strong>Yêu cầu : ứng cử viên gửi CV bằng tiếng Anh.</strong></p>
    </div>","<div class=""detail-row"">
  <h3 class=""detail-title"">Thông tin khác</h3>
  <!-----
<div class=""content_fck "">
  ------>
<div class=""content_fck "">
  <ul>
                <li> Bằng cấp:
                Đại học
         </li>
                  <li> Giới tính:
         Nam
         </li>
      	  	              		<li> Độ tuổi:
                        27 - 45
                 
	</li>
	    	                <li>Lương: 
      Cạnh tranh
          </li>
  </ul>
  </div>
</div>",C02069,Unknown,Unknown,2,40
Garment Merchandiser,35BB8910,https://careerbuilder.vn/vi/tim-viec-lam/garment-merchandiser.35BB8910.html,2023-03-02,Nhân viên,2023-04-03,"<div class=""detail-row reset-bullet"">
        <h2 class=""detail-title"">Mô tả Công việc</h2>
        <ol><li>After receiving PO from Sales, input order into ERP system</li><li>Communicating to Head office, Buyer &amp; Supplier &amp; Factory to solve all matters from development until shipment.</li><li>Process for Sample development, work with related departments.</li><li>Transfer order to production (Spinning, Knitting, Dyeing, Sewing).</li><li>Making purchase order materials/ accessories</li><li>Contacting with factories/ Planning team for follow up status of sample process, quality inspections, and order schedules.</li><li>Controlling &amp; solving all problems related to order’s progress</li><li>Follow up the delivery and customer’s payment</li></ol>
    </div>","<div class=""detail-row"" reset-bullet>
        <h2 class=""detail-title"">Yêu Cầu Công Việc</h2>
        <ol><li>Bachelor’s degree in Economics, Garment Technology or revelant major</li><li>At least 01 – 02 years of experience as Garment Merchandiser , know well about yarn, fabric, garment</li><li>Have experienced in working with <strong>Knit fabric</strong> is preffered</li><li>Good at English and Basic Chinese</li><li>Familiar with ERP system </li></ol>
    </div>","<div class=""detail-row"">
  <h3 class=""detail-title"">Thông tin khác</h3>
  <!-----
<div class=""content_fck "">
  ------>
<div class=""content_fck "">
  <ul>
                <li> Bằng cấp:
                Đại học
         </li>
            	  	              		<li> Độ tuổi:
                Không giới hạn tuổi
         
	</li>
	    	                <li>Lương: 
      Cạnh tranh
          </li>
  </ul>
  </div>
</div>",C01718,Unknown,Unknown,3,5
Nhân viên Kinh doanh (Ngành Thiết kế - Kiến trúc - Nội thất - Xây dựng),35BB890D,https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-kinh-doanh-nganh-thiet-ke-kien-truc-noi-that-xay-dung.35BB890D.html,2023-03-02,Nhân viên,2022-08-18,"<div class=""detail-row reset-bullet"">
        <h2 class=""detail-title"">Mô tả Công việc</h2>
        <p>- Phát triển khách hàng mới cho sản phẩm của công ty</p><p>- Triển khai hoạt động tìm kiếm thông tin khách hàng, triển khai họat động kinh doanh các dự án nội thất.</p><p>- Tham gia đấu thầu, chào hàng, ký hợp đồng các dự án….</p><p>- Nghiên cứu thị trường, tìm kiếm cơ hội kinh doanh mới.</p><p>- Xây dựng và phát triển các mối quan hệ khách hàng bền chặt lâu dài</p><p>- Báo cáo kết quả công việc lên cấp trên</p><p>- Được hỗ trợ về danh sách khách hàng</p><p>- Được hưởng các chính sách thưởng doanh số, thưởng năng suất, thưởng cuối năm, thưởng nóng theo hợp đồng,...</p><p>- Chi tiết trao đổi trong quá trình phỏng vấn</p>
    </div>","<div class=""detail-row"" reset-bullet>
        <h2 class=""detail-title"">Yêu Cầu Công Việc</h2>
        <p>- Nam/Nữ tốt nghiệp Cao đẳng trở lên các ngành Kỹ thuật/Xây dựng/QTKD/....</p><p>- Có ít nhất 1 năm kinh nghiệm làm sales các dự án</p><p>- Am hiểu về vật liệu xây dựng, kỹ thuật thi công</p><p>- Có máy tính cá nhân làm việc</p><p>- Sử dụng thành thạo tin học văn phòng</p><p>- Có thể đi công tác xa</p><p>- Ưu tiên ứng viên có khả năng giao tiếp bằng tiếng Anh/tiếng Hàn.</p><p>- Có kỹ năng khai thắc, tìm hiều thông tin trên các kênh TMĐT</p><p>- Kỹ năng giao tiếp, lập kế hoạch và triển khai công việc</p><p>- Khả năng đàm phán và thuyết phục</p><p>- Có bằng lái xe B2</p>
    </div>","<div class=""detail-row"">
  <h3 class=""detail-title"">Thông tin khác</h3>
  <!-----
<div class=""content_fck "">
  ------>
<div class=""content_fck "">
  <ul>
                <li> Bằng cấp:
                Cao đẳng
         </li>
            	  	        <li> Phụ cấp khác: - Các buổi hoạt động ngoại khóa hàng tháng, du lịch hàng quý, các phong trào thể thao, văn nghệ...  </li>
                  <li> Thời gian thử việc: 01 tháng </li>
            <li> Cơ hội huấn luyện: - Được đào tạo về chuyên môn, nghiệp vụ một cách bài bản </li>
    		<li> Độ tuổi:
                        25 - 40
                 
	</li>
	    <li> Thời gian làm việc: 8h15-12h00 và 13h00-17h15 (Từ thứ hai đến thứ 6) </li>
            <li> Đồng nghiệp: Môi trường làm việc trẻ trung, năng động, chuyên nghiệp. </li>
    	        <li> Phúc lợi:      <p>- Hưởng đầy đủ quyền lợi: BHXH, BHYT, BHTN, … <br>
- Các chế độ khác: Phụ cấp, công tác phí, ...</p>
       </li>
            <li> Ngày nghỉ: Nghỉ Chủ nhật </li>
            <li>Lương: 
                  8 Tr - 15 Tr
       VND
          </li>
  </ul>
  </div>
</div>",C01019,8.0,15.0,2,3
Nhân R&D,35BB890E,https://careerbuilder.vn/vi/tim-viec-lam/nhan-r-d.35BB890E.html,2023-03-02,Nhân viên,2023-04-02,"<div class=""detail-row reset-bullet"">
        <h2 class=""detail-title"">Mô tả Công việc</h2>
        <p>- Tiếp nhận các thông tin YCLM/ Phiếu YCLM, kết hợp với Bộ phận thiết kế xử lý các thông tin YCLM. Làm việc và báo thông tin về Bộ phận Kinh doanh/ bộ phận YCLM để xác nhận thông tin. Xây dựng hồ sơ làm mẫu.</p><p>- Thực hiện các bước làm mẫu theo quy định, phối hợp với thiết kế để thực hiện đánh giá mẫu, cung cấp mẫu cho Bộ phận kinh doanh/ Bộ phận yêu cầu.</p><p>- Cập nhật số liệu, dữ liệu liên quan, đầy đủ vào Hồ sơ làm mẫu.</p><p>- Thực hiện 1 số công việc theo yêu cầu của Quản lý - cấp trên.</p>
    </div>","<div class=""detail-row"" reset-bullet>
        <h2 class=""detail-title"">Yêu Cầu Công Việc</h2>
        <ul><li><p>Tốt nghiệp Trung Cấp, Cao Đẳng chuyên ngành kỹ thật công nghệ, Thiết kế đồ họa, Cơ khí chế tạo, Hóa phân tích hoặc các ngành liên quan. (Ưu tiên ứng viên có kinh nghiệm trong ngành in bao bì, hộp giấy, hộp cứng, …) </p></li><li><p>Sử dụng thành thạo Word, Excel, ...</p></li><li><p>Biết lập báo cáo thống kê số liệu.</p></li><li><p>Biết sử dụng cơ bản Phần mềm quản lý trong sản xuất</p></li></ul>
    </div>","<div class=""detail-row"">
  <h3 class=""detail-title"">Thông tin khác</h3>
  <!-----
<div class=""content_fck "">
  ------>
<div class=""content_fck "">
  <ul>
                <li> Bằng cấp:
                Trung cấp
         </li>
            	  	              		<li> Độ tuổi:
                        23 - 40
                 
	</li>
	    	                <li>Lương: 
      Cạnh tranh
          </li>
  </ul>
  </div>
</div>",C00499,Unknown,Unknown,1,40
Kế toán chi phí thuế,35BB8957,https://careerbuilder.vn/vi/tim-viec-lam/ke-toan-chi-phi-thue.35BB8957.html,2023-03-02,Nhân viên,2023-03-31,"<div class=""detail-row reset-bullet"">
        <h2 class=""detail-title"">Mô tả Công việc</h2>
        <p>- Tổng hợp, kê khai thuế GTGT đầu ra, đầu vào hàng tháng</p><p>- Kết chuyển, tính phân bổ các khoản chi phí định kỳ: KHTSCĐ, CCDC, chi phí trả trước….</p><p>- Đối soát, kiểm tra bất thường các số dư tài khoản công nợ phải thu, phải trả, chi phí trả trước…</p><p>- Kiểm tra, đối chiếu giữa số liệu hạch toán và hồ sơ chứng từ chi phí phát sinh: Chi phí bán hàng, chi phí quản lý doanh nghiệp….</p><p>- Thu thập, tổng hợp, Hoàn thiện sắp xếp chứng từ đảm bảo đầu đủ, hợp lý tuân thủ với quy định pháp luật thuế</p><p>- Hỗ trợ cung cấp hồ sơ chứng từ tổng hợp số liệu hoàn thuế, kiểm toán, quyết toán thuê</p>
    </div>","<div class=""detail-row"" reset-bullet>
        <h2 class=""detail-title"">Yêu Cầu Công Việc</h2>
        <p>1. YÊU CẦU CÔNG VIỆC:</p><p>-          Kinh nghiệm: Ít nhất từ 2 năm trở lên, làm việc trong công ty thương mại &gt;100 t</p><p>-          Đã trải qua vị trí Kế toán thuế là 1 lợi thế</p><p>-          Có kinh nghiệm, trải nghiệm với số liệu báo cáo tài chính, báo cáo thuế</p><p>2. QUYỀN LỢI:</p><p>-          Mức lương từ 9-10 triệu/tháng, thưởng tháng, cuối năm từ 2-4 tháng lương,</p><p>-          Được tham gia các khóa đào tạo của công ty.</p><p>-          Được hưởng đầy đủ các chế độ phúc lợi lễ, tết, hiếu hỉ...</p><p>-          Được tham gia bảo hiểm xã hội, bảo hiểm chăm sóc sức khỏe (PVI care), bảo hiểm nhân thọ theo quy định của Công ty</p><p>-          Được khám sức khỏe định kỳ hàng năm.</p><p>-          Chế độ nghỉ mát 1 năm/lần, được tham gia các chương trình teambuilding.</p><p>-          Được hỗ trợ ăn trưa 40.000/ngày.</p><p>-          Tăng lương định kỳ hàng năm</p><p>-          Cơ hội được đào tạo kèm cặp bởi các anh, chị đồng nghiệp có chuyên môn giỏi và nhiều kinh nghiệm.</p>
    </div>","<div class=""detail-row"">
  <h3 class=""detail-title"">Thông tin khác</h3>
  <!-----
<div class=""content_fck "">
  ------>
<div class=""content_fck "">
  <ul>
                <li> Bằng cấp:
                Đại học
         </li>
            	  	              		<li> Độ tuổi:
                        22 - 30
                 
	</li>
	    	                <li>Lương: 
                  9 Tr - 10 Tr
       VND
          </li>
  </ul>
  </div>
</div>",C00211,9.0,10.0,2,3
KỸ SƯ KINH DOANH,35BB8912,https://careerbuilder.vn/vi/tim-viec-lam/ky-su-kinh-doanh.35BB8912.html,2023-03-02,Nhân viên,2023-03-31,"<div class=""detail-row reset-bullet"">
        <h2 class=""detail-title"">Mô tả Công việc</h2>
        <p>- Giới thiệu về các sản phẩm/dịch vụ của Công ty cho khách hàng.</p><p>- Tham gia lập dự toán, hồ sơ dự án (liên quan về mảng kỹ thuật được phụ trách) cho công việc báo giá, đấu thầu.</p><p>- Phát triển và duy trì mối quan hệ kinh doanh đối với khách hàng mới và khách hàng hiện tại.</p><p>- Tìm hiểu, phân tích nhu cầu của khách hàng để tư vấn những vấn đề kỹ thuật của sản phẩm cho khách hàng.</p><p>- Giám sát công tác lắp đặt và bảo dưỡng thiết bị khi có yêu cầu.</p><p>- Tham gia nghiên cứu giải pháp, thiết bị mới của công ty.</p><p>- Phối hợp với các bộ phận khác thực hiện triển khai các hợp đồng và các nhiệm vụ khác của Công ty.</p><p>- Sẽ được đào tạo/hướng dẫn trước khi bắt đầu công việc.</p>
    </div>","<div class=""detail-row"" reset-bullet>
        <h2 class=""detail-title"">Yêu Cầu Công Việc</h2>
        <p>- Tốt nghiệp Đại học các chuyên ngành Điện - Điện tử, Tự động hóa.</p><p>- Ưu tiên am hiểu kỹ thuật và có hiểu biết trong các lĩnh vực Tự động hóa, thiết bị công nghiệp (biến tần, PLC, thiết bị đóng ngắt), đo lường điều khiển, thiết bị ngành nước.</p><p>- Tiếng Anh tương đương trình độ B trở lên, có khả năng đọc hiểu các tài liệu kỹ thuật và giao tiếp cơ bản.</p><p>- Có kỹ năng tự tìm hiểu, nắm bắt nhanh về các sản phẩm/dịch vụ mới.</p><p>- Kỹ năng giao tiếp tốt và khả năng làm việc độc lập.</p><p>- Sẵn sàng đi công tác, có sức khỏe tốt, chịu được áp lực công việc.</p>
    </div>","<div class=""detail-row"">
  <h3 class=""detail-title"">Thông tin khác</h3>
  <!-----
<div class=""content_fck "">
  ------>
<div class=""content_fck "">
  <ul>
                      <li> Giới tính:
         Nam
         </li>
      	  	              		<li> Độ tuổi:
                        22 - 32
                 
	</li>
	    	                <li>Lương: 
                  10 Tr - 15 Tr
       VND
          </li>
  </ul>
  </div>
</div>",C02070,10.0,15.0,2,40
